	ID	Lat	Long	Types
194	a51eec3ac5d185bcbb5e9b89c45f47b55addc41b	54.69908710000001	25.310504	['park', 'point_of_interest', 'establishment']
195	ce08b6e9a982769353011adb9786b96bc4aef1ba	54.6944132	25.2425419	['park', 'point_of_interest', 'establishment']
196	ea1c358e9abdc6fdd7c66d1aa7983725b495bfe0	54.7091985	25.2983609	['park', 'store', 'general_contractor', 'point_of_interest', 'establishment']
197	3408da8c8211ee16e45489b7983bd0a88d27ed50	54.6855179	25.285463	['park', 'premise', 'point_of_interest', 'establishment']
198	cbc4ac6a42a799887a69fb633a522b47c152a0d4	54.6838808	25.2843734	['park', 'premise', 'point_of_interest', 'establishment']
199	1c73dcc2b7bb58eb4c7346dd96c81016898d47be	54.6863081	25.2996098	['park', 'premise', 'point_of_interest', 'establishment']
200	a2be59734ef1d8ea22a9eb258ac74ad7a63ba9e6	54.6876111	25.2872843	['park', 'premise', 'point_of_interest', 'establishment']
201	d76aead02d14602034ce6b9d32724b1e6a545819	54.688393	25.2742034	['park', 'premise', 'point_of_interest', 'establishment']
202	30bd52fbfed5e84fff025ded00de4dc44567177c	54.6820554	25.280425	['park', 'premise', 'point_of_interest', 'establishment']
203	5164d6b0b629cb5e25eacec3a0085e5dc06eef62	54.6814388	25.2761954	['park', 'premise', 'point_of_interest', 'establishment']
204	a12b1417c5d92de31e0e4067975b6d74c2c21852	54.6853904	25.2691563	['park', 'premise', 'point_of_interest', 'establishment']
205	b54f3637fb884295aa63810e7b806b26c39802c4	54.6811672	25.2877036	['park', 'premise', 'point_of_interest', 'establishment']
206	4c766d4b7aa4057dfc48870f3f80b3904be9a13b	54.6863081	25.2996098	['park', 'premise', 'point_of_interest', 'establishment']
207	54eb8a84da15a8029e3716fc333eb961eb65d11a	54.6919012	25.2708032	['park', 'premise', 'point_of_interest', 'establishment']
208	6965b82598132196f0785d74583e22acc03fafab	54.6866747	25.2811306	['bank', 'finance', 'point_of_interest', 'establishment']
209	37a0b7361444015c3b016938ff20a31fb178e718	54.682652	25.2720799	['bank', 'finance', 'point_of_interest', 'establishment']
210	35b03606fabc6a372f94291fe960411e1908729f	54.6980515	25.2712409	['bank', 'finance', 'point_of_interest', 'establishment']
211	b79de553629de7386694a9309f50f3c918cd5b65	54.68043249999999	25.282312	['bank', 'finance', 'point_of_interest', 'establishment']
212	edf18f2db0cb1e1e7c375aa47e32a2e86da7ba12	54.679959	25.2829592	['bank', 'finance', 'point_of_interest', 'establishment']
